id,prediction
0,0.009575773
1,0.009252721
2,0.000850686
3,0.001820297
4,0.000821396
5,0.000806383
6,0.001641184
7,0.004190847
8,0.002380495
9,0.000753415
10,0.00211956
11,0.011491376
12,0.009127485
13,0.011783083
14,0.001036145
15,0.008393109
16,0.000923615
17,0.009122978
18,0.001381058
19,0.001192835
20,0.003596839
21,0.00292959
22,0.003112315
23,0.001109805
24,0.002435083
25,0.002351463
26,0.002478507
27,0.007720897
28,0.010090769
29,0.000733075
30,0.000825624
31,0.010092207
32,0.010011956
33,0.021906525
34,0.002983828
35,0.010295721
36,0.003264935
37,0.005017686
38,0.000824277
39,0.00211892
40,0.003218115
41,0.02103751
42,0.003201076
43,0.001376349
44,0.013298969
45,0.000856295
46,0.003699461
47,0.000864681
48,0.008910345
49,0.001657821
50,0.005231988
51,0.001003031
52,0.002396553
53,0.002889296
54,0.002572059
55,0.000975358
56,0.00341721
57,0.00360221
58,0.00067356
59,0.004648935
60,0.003047907
61,0.014741453
62,0.002313987
63,0.000879624
64,0.001384968
65,0.002685834
66,0.002053429
67,0.009195567
68,0.003784694
69,0.000996659
70,0.000884665
71,0.000818876
72,0.002176801
73,0.000712997
74,0.00431516
75,0.000739293
76,0.002572324
77,0.000903574
78,0.0027626
79,0.00302653
80,0.000966777
81,0.002288782
82,0.001607085
83,0.003417914
84,0.003651958
85,0.007956162
86,0.00087322
87,0.009098724
88,0.010161984
89,0.022123173
90,0.001309514
91,0.006581994
92,0.000830758
93,0.02161002
94,0.000672184
95,0.002640294
96,0.000884109
97,0.021980265
98,0.002860157
99,0.000698417
100,0.002338537
101,0.002758863
102,0.000822051
103,0.010531687
104,0.000830101
105,0.001227462
106,0.00103217
107,0.010345046
108,0.009933717
109,0.008623872
110,0.000938234
111,0.000988592
112,0.000821584
113,0.00088717
114,0.003051857
115,0.008596241
116,0.00078178
117,0.001624532
118,0.000820107
119,0.001762695
120,0.007526226
121,0.021741144
122,0.000890867
123,0.001404178
124,0.000778866
125,0.009586207
126,0.002550195
127,0.003289892
128,0.000830162
129,0.020615378
130,0.010763454
131,0.010177027
132,0.001361669
133,0.008586306
134,0.010108396
135,0.002507523
136,0.002219598
137,0.004932484
138,0.001105662
139,0.02195295
140,0.002635
141,0.000783989
142,0.000727595
143,0.001261533
144,0.006831881
145,0.001094442
146,0.002207492
147,0.008119986
148,0.001626239
149,0.010382254
150,0.000809714
151,0.00086844
152,0.000820029
153,0.000779319
154,0.005976767
155,0.00091843
156,0.020352239
157,0.002348249
158,0.023736456
159,0.004501243
160,0.002039063
161,0.004337679
162,0.000728828
163,0.001595297
164,0.002547625
165,0.010725499
166,0.012405932
167,0.002431616
168,0.000713434
169,0.000557993
170,0.010380865
171,0.000833977
172,0.001917341
173,0.006295952
174,0.002102418
175,0.02203487
176,0.020494143
177,0.002972591
178,0.0200549
179,0.008573771
180,0.009180467
181,0.007618822
182,0.00081757
183,0.000747728
184,0.003196383
185,0.002310785
186,0.010992729
187,0.003411984
188,0.001765422
189,0.01971195
190,0.021141894
191,0.014428173
192,0.009942092
193,0.002612502
194,0.001996962
195,0.001011671
196,0.00169425
197,0.002098785
198,0.000796429
199,0.007100852
200,0.000734051
201,0.02169512
202,0.002718337
203,0.000918348
204,0.003962135
205,0.001473661
206,0.001922747
207,0.005220566
208,0.000964476
209,0.000997394
210,0.001971416
211,0.000973075
212,0.000849361
213,0.005493728
214,0.02233453
215,0.000805449
216,0.003543197
217,0.009831199
218,0.001205918
219,0.002890819
220,0.00187198
221,0.000685014
222,0.006240122
223,0.000741098
224,0.019483333
225,0.000856434
226,0.00102142
227,0.002637964
228,0.00388429
229,0.000928985
230,0.0006859
231,0.001891359
232,0.000873743
233,0.003047366
234,0.002864921
235,0.003978705
236,0.016723916
237,0.000991946
238,0.001679811
239,0.000695817
240,0.009448687
241,0.003704229
242,0.000953294
243,0.006068967
244,0.000774165
245,0.000813416
246,0.000892318
247,0.000823761
248,0.008873855
249,0.000741923
250,0.000661691
251,0.002819515
252,0.008998562
253,0.001619846
254,0.001162596
255,0.011958872
256,0.0009257
257,0.002316022
258,0.00058819
259,0.001111994
260,0.000896356
261,0.002282392
262,0.001952133
263,0.003617788
264,0.002962374
265,0.003361465
266,0.001943111
267,0.004069984
268,0.003450553
269,0.00372688
270,0.006480041
271,0.000916182
272,0.009966115
273,0.000990012
274,0.000743472
275,0.00077982
276,0.002470989
277,0.010150494
278,0.001132213
279,0.019219661
280,0.000878735
281,0.000900489
282,0.002229276
283,0.002599289
284,0.001594608
285,0.000684939
286,0.00076743
287,0.000827988
288,0.010681718
289,0.001681372
290,0.000746724
291,0.002076955
292,0.0025512
293,0.00486272
294,0.002655919
295,0.003537079
296,0.006577287
297,0.022292806
298,0.006040622
299,0.003469336
300,0.008356811
301,0.010342568
302,0.00084275
303,0.002532674
304,0.00399523
305,0.00162116
306,0.008783846
307,0.01026939
308,0.00280501
309,0.002423592
310,0.009907561
311,0.001137314
312,0.022173492
313,0.00321079
314,0.001001236
315,0.00340601
316,0.000858253
317,0.010575615
318,0.002369739
319,0.009810523
320,0.001039999
321,0.00942998
322,0.020699384
323,0.010096222
324,0.000822301
325,0.00995111
326,0.003129495
327,0.000898967
328,0.002556034
329,0.000723603
330,0.009142082
331,0.001849634
332,0.00951097
333,0.000808681
334,0.020606216
335,0.001062016
336,0.000659292
337,0.002479024
338,0.00080993
339,0.011056862
340,0.001059688
341,0.001542827
342,0.020778215
343,0.000945342
344,0.002853306
345,0.001173444
346,0.000701665
347,0.001869876
348,0.009315052
349,0.003211582
350,0.008012922
351,0.000860162
352,0.000705964
353,0.00080783
354,0.002306543
355,0.002665206
356,0.002545402
357,0.000911482
358,0.003725725
359,0.000922394
360,0.000873768
361,0.001057819
362,0.010314922
363,0.004845201
364,0.02147285
365,0.021536559
366,0.019719454
367,0.00298957
368,0.002550413
369,0.000821784
370,0.009123922
371,0.000711005
372,0.002429629
373,0.022451026
374,0.000856544
375,0.020306172
376,0.00077142
377,0.001641633
378,0.009895606
379,0.002936197
380,0.002387505
381,0.008048807
382,0.012034905
383,0.001300946
384,0.002670466
385,0.021107122
386,0.020969702
387,0.000901603
388,0.010568594
389,0.000789755
390,0.000955034
391,0.0022202
392,0.000915736
393,0.002549741
394,0.000847651
395,0.003455412
396,0.003287833
397,0.004395639
398,0.00079637
399,0.001017783
400,0.002911894
401,0.000738784
402,0.002375926
403,0.002941712
404,0.004350802
405,0.002940319
406,0.001199639
407,0.002062183
408,0.009835254
409,0.00076493
410,0.002795429
411,0.000788531
412,0.002885514
413,0.021489441
414,0.002388268
415,0.002204709
416,0.000837722
417,0.004338763
418,0.003730322
419,0.000792644
420,0.00120876
421,0.002492257
422,0.000630813
423,0.001879555
424,0.002359757
425,0.000834454
426,0.002876604
427,0.003255238
428,0.008803498
429,0.000920119
430,0.008414499
431,0.001168904
432,0.001494112
433,0.000930234
434,0.000799444
435,0.000829278
436,0.021711625
437,0.003573138
438,0.000809709
439,0.000769582
440,0.000984447
441,0.007617881
442,0.001158524
443,0.02113316
444,0.00072612
445,0.002717773
446,0.002537014
447,0.00352855
448,0.00108659
449,0.018883545
450,0.002707734
451,0.002811059
452,0.001327055
453,0.005302166
454,0.001043603
455,0.000915093
456,0.007310019
457,0.001786178
458,0.000799048
459,0.000870027
460,0.003361094
461,0.002720681
462,0.004183692
463,0.000730651
464,0.006492043
465,0.001053084
466,0.000748337
467,0.004255391
468,0.007451783
469,0.00343039
470,0.001462154
471,0.021144276
472,0.000818938
473,0.000696213
474,0.0017529
475,0.000899786
476,0.003799006
477,0.020330386
478,0.014909386
479,0.001636919
480,0.012483298
481,0.011071131
482,0.000823458
483,0.009348446
484,0.000809954
485,0.000895186
486,0.002189262
487,0.002641009
488,0.003067304
489,0.000838929
490,0.000692797
491,0.000776445
492,0.001455934
493,0.004808887
494,0.002894055
495,0.001027367
496,0.009626881
497,0.000729368
498,0.0006614
499,0.010533501
500,0.002556945
501,0.002549372
502,0.004508736
503,0.000870422
504,0.000866356
505,0.000925595
506,0.000782904
507,0.002552383
508,0.009763114
509,0.001032253
510,0.000812691
511,0.000818886
512,0.002096582
513,0.008459576
514,0.00064899
515,0.000786952
516,0.00071037
517,0.006866774
518,0.011455845
519,0.003708995
520,0.003511256
521,0.001472196
522,0.002706355
523,0.005999265
524,0.002282993
525,0.019629864
526,0.001294849
527,0.00469263
528,0.000836354
529,0.00267008
530,0.019696422
531,0.000986929
532,0.002430337
533,0.002941544
534,0.001331087
535,0.003312081
536,0.000961311
537,0.002718175
538,0.000927926
539,0.002731908
540,0.001164823
541,0.007971906
542,0.004011204
543,0.022497982
544,0.002461978
545,0.022228358
546,0.003070314
547,0.002655618
548,0.002145728
549,0.008923621
550,0.00271337
551,0.008475889
552,0.00264841
553,0.009340618
554,0.001406733
555,0.001082939
556,0.002262153
557,0.002423261
558,0.00086588
559,0.001569497
560,0.000707798
561,0.003012956
562,0.000782039
563,0.007902243
564,0.001362279
565,0.02000702
566,0.000774998
567,0.000692486
568,0.007418735
569,0.010385797
570,0.002741357
571,0.010438782
572,0.000806696
573,0.001199636
574,0.005248977
575,0.003231
576,0.00096698
577,0.010973498
578,0.003308783
579,0.02312009
580,0.0025356
581,0.000831587
582,0.008214391
583,0.001774031
584,0.002770326
585,0.018866537
586,0.005096991
587,0.00078091
588,0.003461243
589,0.002748153
590,0.003253188
591,0.000919577
592,0.000754127
593,0.000795324
594,0.001256017
595,0.007734861
596,0.001697318
597,0.002928336
598,0.00550285
599,0.000667216
600,0.003180139
601,0.002536328
602,0.000610461
603,0.007881084
604,0.003216715
605,0.001003977
606,0.004583001
607,0.010535002
608,0.022081934
609,0.008091888
610,0.000870845
611,0.000837445
612,0.001201672
613,0.00320053
614,0.020725524
615,0.002820893
616,0.001304263
617,0.003734777
618,0.003663557
619,0.001290783
620,0.001040168
621,0.002650358
622,0.012508485
623,0.000926622
624,0.001288581
625,0.018407417
626,0.001326656
627,0.001020284
628,0.001385742
629,0.00136424
630,0.001529962
631,0.001760959
632,0.002746532
633,0.008536356
634,0.002189902
635,0.000758005
636,0.007809567
637,0.00074701
638,0.000831856
639,0.001018118
640,0.022468409
641,0.00436973
642,0.001821041
643,0.00069764
644,0.000979935
645,0.003417146
646,0.003508239
647,0.002278136
648,0.009836694
649,0.007313506
650,0.006449279
651,0.000813832
652,0.002935688
653,0.009843098
654,0.000785184
655,0.000489184
656,0.003378757
657,0.021372138
658,0.003376875
659,0.003457145
660,0.000730626
661,0.022925079
662,0.003005013
663,0.00113072
664,0.001591214
665,0.020772556
666,0.001669595
667,0.007785539
668,0.020933906
669,0.009355263
670,0.000717495
671,0.000909502
672,0.000859223
673,0.002217122
674,0.009377101
675,0.001027213
676,0.002852727
677,0.008926897
678,0.004047197
679,0.001498124
680,0.000747747
681,0.023176296
682,0.00088684
683,0.009220195
684,0.002545054
685,0.010225595
686,0.000787529
687,0.000992834
688,0.001675791
689,0.020652436
690,0.004536343
691,0.002020314
692,0.000675824
693,0.000690512
694,0.0027749
695,0.006837519
696,0.000870432
697,0.003689249
698,0.000787286
699,0.003503246
700,0.02100227
701,0.021140931
702,0.003424886
703,0.019625025
704,0.005278443
705,0.010070679
706,0.000745553
707,0.020129928
708,0.002191727
709,0.001318569
710,0.002484217
711,0.002725904
712,0.002772931
713,0.003470714
714,0.004722295
715,0.000798656
716,0.02155901
717,0.000899568
718,0.002451673
719,0.006155759
720,0.000883788
721,0.001045367
722,0.001729892
723,0.003298377
724,0.009319938
725,0.002833298
726,0.008048523
727,0.019841434
728,0.000783441
729,0.001056857
730,0.007893251
731,0.003331166
732,0.002738297
733,0.008002059
734,0.001588748
735,0.009763777
736,0.001095263
737,0.000857744
738,0.006816169
739,0.002827071
740,0.000968165
741,0.000816591
742,0.003098763
743,0.003343655
744,0.019371988
745,0.000919781
746,0.002936652
747,0.000930477
748,0.007590944
749,0.002481019
750,0.004232225
751,0.0012372
752,0.000534178
753,0.003200659
754,0.000813632
755,0.010948894
756,0.002236986
757,0.000637464
758,0.000559013
759,0.000550985
760,0.002078689
761,0.003559685
762,0.000676538
763,0.003975486
764,0.000776389
765,0.006647167
766,0.008542378
767,0.002154653
768,0.000849582
769,0.005306751
770,0.007072676
771,0.006198777
772,0.006869279
773,0.004569549
774,0.002348407
775,0.000692648
776,0.000962294
777,0.002738003
778,0.000957444
779,0.002488547
780,0.000757267
781,0.009620813
782,0.001659838
783,0.000947094
784,0.001843787
785,0.003677727
786,0.007026659
787,0.007009748
788,0.009732179
789,0.00320358
790,0.009969713
791,0.004317001
792,0.002638815
793,0.003126487
794,0.000785025
795,0.000849859
796,0.003160461
797,0.00964905
798,0.000787678
799,0.002067587
800,0.001382953
801,0.002377545
802,0.007298071
803,0.002285732
804,0.009427396
805,0.002499476
806,0.00282588
807,0.003171647
808,0.001900301
809,0.000989685
810,0.021209398
811,0.008969686
812,0.008612477
813,0.00330958
814,0.000841154
815,0.00219786
816,0.001785405
817,0.001388232
818,0.001508578
819,0.000731265
820,0.003067318
821,0.007256322
822,0.008381337
823,0.00077187
824,0.003464319
825,0.000812842
826,0.007339271
827,0.002267594
828,0.011158057
829,0.003158543
830,0.000748938
831,0.020640232
832,0.021769276
833,0.00075621
834,0.003025471
835,0.000879951
836,0.001381308
837,0.000865429
838,0.023248693
839,0.00077825
840,0.004653738
841,0.002763501
842,0.000802551
843,0.00065638
844,0.0016888
845,0.008677176
846,0.000867184
847,0.003273386
848,0.003706735
849,0.009241658
850,0.00098514
851,0.00291239
852,0.001726618
853,0.003940439
854,0.000722548
855,0.00150645
856,0.000953743
857,0.002896595
858,0.00071588
859,0.001906709
860,0.002951655
861,0.003351398
862,0.007750389
863,0.009690995
864,0.02041133
865,0.010849428
866,0.000837745
867,0.002642654
868,0.000962694
869,0.001726087
870,0.000707548
871,0.006424253
872,0.008571429
873,0.002097967
874,0.000884983
875,0.00164842
876,0.003103187
877,0.019589199
878,0.001268901
879,0.011413123
880,0.004067011
881,0.000872197
882,0.019896597
883,0.006928885
884,0.00084052
885,0.001177837
886,0.003357538
887,0.000837654
888,0.000623748
889,0.012875441
890,0.001613717
891,0.002457912
892,0.003069669
893,0.008442656
894,0.000757654
895,0.000906834
896,0.004155791
897,0.003226764
898,0.000718437
899,0.009347857
900,0.000780201
901,0.008653468
902,0.006778943
903,0.000805221
904,0.001866801
905,0.008439186
906,0.002319342
907,0.001051709
908,0.010450249
909,0.003512011
910,0.000809399
911,0.002784144
912,0.004979395
913,0.010151337
914,0.000749774
915,0.000858054
916,0.001467571
917,0.002918012
918,0.002121009
919,0.003951712
920,0.000741069
921,0.010020337
922,0.002450825
923,0.02167016
924,0.011123017
925,0.003288717
926,0.002757486
927,0.000776224
928,0.009414234
929,0.006485745
930,0.000762859
931,0.001407977
932,0.022939062
933,0.009975364
934,0.004028856
935,0.00156267
936,0.020002617
937,0.003946117
938,0.002753723
939,0.009651578
940,0.003801964
941,0.019950772
942,0.009137233
943,0.02302826
944,0.010661031
945,0.002390159
946,0.01173694
947,0.002554576
948,0.001352082
949,0.002768372
950,0.003198618
951,0.000786904
952,0.003432825
953,0.010453441
954,0.002525168
955,0.000841282
956,0.001105056
957,0.002895146
958,0.000824418
959,0.000755328
960,0.001516757
961,0.000973952
962,0.000798843
963,0.001842374
964,0.022025397
965,0.002284788
966,0.00287402
967,0.001007886
968,0.003420328
969,0.000703606
970,0.004944671
971,0.001093832
972,0.020081883
973,0.000832721
974,0.001703796
975,0.007558042
976,0.009300266
977,0.000680759
978,0.001339002
979,0.007582625
980,0.000765983
981,0.000847296
982,0.003167023
983,0.001983234
984,0.009599595
985,0.01109675
986,0.001487854
987,0.000910785
988,0.000883612
989,0.001038893
990,0.00153047
991,0.001562542
992,0.002553567
993,0.001098392
994,0.000927431
995,0.001499215
996,0.001626892
997,0.010569979
998,0.001005795
999,0.000778744
1000,0.008053619
1001,0.000877608
1002,0.000986325
1003,0.002553608
1004,0.000866636
1005,0.000949507
1006,0.000932468
1007,0.004212432
1008,0.00070663
1009,0.002397599
1010,0.003295544
1011,0.001399635
1012,0.001134879
1013,0.000654752
1014,0.000983756
1015,0.001259725
1016,0.001679415
1017,0.000841297
1018,0.000842146
1019,0.000821889
1020,0.021670358
1021,0.003794806
1022,0.008024063
1023,0.000764635
1024,0.001886598
1025,0.001209452
1026,0.000848554
1027,0.010079686
1028,0.00413792
1029,0.002472268
1030,0.004125427
1031,0.00359718
1032,0.011638195
1033,0.000693714
1034,0.020262005
1035,0.000731604
1036,0.010147705
1037,0.000687382
1038,0.003522099
1039,0.003193857
1040,0.004564591
1041,0.003560139
1042,0.001728613
1043,0.003823225
1044,0.002996207
1045,0.010261268
1046,0.002407541
1047,0.02203755
1048,0.003003858
1049,0.002904651
1050,0.00074001
1051,0.000800392
1052,0.001003189
1053,0.002582231
1054,0.000787733
1055,0.003370822
1056,0.002572329
1057,0.000854962
1058,0.000748611
1059,0.001115875
1060,0.002998637
1061,0.001290916
1062,0.002430988
1063,0.002187909
1064,0.001664739
1065,0.001477858
1066,0.002778993
1067,0.002555362
